InnovationID,InnovationName,InnovationDescription,Category,Invention,Patents,CoInventor,Completed ,ConnectedWoman,Bundle
1171,Mass produced cloth diapers,1887 introduced the first mass made cloth diapers in the US,Entrepreneur,None found,None,None,yes,1284,undefined
1172,1900 Pioneering UK photojournalists captured change,"Broom's pictures, including soldiers setting off to fight in World War One and members of the Royal Family, appeared in what was then a male-dominated newspaper industry. From the early 1900s, Broom began to sell postcards of her photos from a stall beside Buckingham Palace, showing images of contemporary London, including historic images of the women's suffragette movement. Broom regularly photographed activists and public demonstrations in support of women's right to vote. Her work included portraits of leading figures such as Christabel Pankhurst, who co-founded the Women's Social and Political Union.",Arts - Photography,NULL,NULL,NULL,yes,1339,undefined
1173,Co-inventor of 1st disposable cell phone,"founded Diceland Technologies & invented the disposable cell phone (1999) she named Phone-Card-Phone & was made entirely of recycled paper products; her board game Miami Vice was further developed into Grand Theft Auto: Vice City by Rockstar North; co-authored the novel Sorry, You Can't Enter Heaven with Katheleen Sahputis in 2008; developed a monster-shaped breakfast cereal which turned soft when covered in milk; invented Pop Test, the world’s first saliva-based glucose test for diabetes; founded a clinical think tank headquartered in Cliffside Park NJ; invented a programmable, customizable “smart pill” pills that can communicate with each other and prevent overdose, counterfeiting, theft, and diversion;",Inventor,"Therapeutic agents & methods; Pharmaceutical compositions & methods; Drug device configured for wireless communication; System & method for diagnostic & treatment; Method of using an intradermal applicator for delivering a sensor within the skin; Intradermal applicator/analyte sensor placement using fluorescence; Devices & formulations for detecting, screening & monitoring levels of certain constituents in bodily fluids & method; Therapeutic compositions & methods; Diagnostic device; Prevention of infection; Method & apparatus for non-invasive analysis of saliva; Hugging toy; Disposable electronic devices with deconstructable construction & method; Wireless telephone communication system & method; Order selection debit card & method; Combination wheeled vehicle & article carrier; Antenna construction for wireless telephonic communication systems & method; Compact wireless telephone with enabling module; Wireless telephone system, telephone & method; Compact modular wireless telephone; Wireless telephone with credited airtime; Disposable wireless telephone & method for call-out only; Wireless telephone with credited airtime & method; Disposable portable electronic devices & method of making; Disposable wireless telephone & method; Method for making toy figures constructed of breakfast cereal; Edible toy figures constructed of breakfast cereal; Puppet-like toy",11702443; 11576921; 11527315; 11364252; 11224599; 11116775; 11040037; 10653447;10625063; 10537586; 10517881; 10441762; 10441316; 10245323; 10238666; 10231982; 10160994; 10137288; 10076528; 10058563; 10010703; 9957547; 9878138; 9878139; 9861643; 9855284; 9662392; 9651545; 9642866; 9636351; 9598459; 9562256; 9366674; 9320747; 9314473; 9295680; 9114147; 9005914; 8986677; 8889427; 8865693; 8658128; 8431386; 8263328; 7993283; 7824344; 7410403; 7148424; 6944476; 6527192; 6460866; 6452566; 6405056; 6405031; 6351629; 6144847; 6061580; 5983094; 5965848; 5875393;5863583; 5845218; 5804235; 5643037,"Neil David Theise; Andreas J. Kesel; Myron Rapkin; Rebecca O'Brien; Anthony R. Arment; Razvan Andrei Ene; Lee S. Volpe; ",yes,1269,undefined
1174,Botanical Illustrator,"invented and patented a method for using strings held by balloons at high altitudes to try and trip up the propellers of enemy planes; patented a toilet design; developed, with her brother, Adelbert, a scientific method for mixing paints to certain color specifications & their Ames Chart is still used today; created a method for cutting hexagonal shapes in wood; 1915 she became the art editor of Woman's Journal along with Fredrikke Palmer and Mayme B. Harwood; helped to form The Doctors Bill to Clarify the Law, which regulated the ability of doctors to provide birth control counseling to married women with health problems, and later helped establish universal access to birth control; 1916 she cofounded the Birth Control League of Massachusetts; drew political cartoons for the suffragette movement",Inventor,System of color standards; Propeller snare; Apparatus for antipollution of sewage systems at toilet source,1612791; 2374261; 3488780,Adelbert Ames Jr; Evelyn Ames Davis,yes,1296,undefined
1175,1994 - Combines modern medical practices with Native American traditional healing,"* Alvord combines modern medical treatments with traditional Native American healing practices * Board certified as a surgeon. * Realizing that simply ""fixing"" the physical problem was not sufficient to fully cure a patient, Alvord began to address the psychological and spiritual aspects of healing as well. This led to a more holistic approach to medicine * Her autobiography,  entitled ""The Scalpel and the Silver Bear,"" describes her work to combine traditional Navajo philosophies of healthcare with Western medicine * research interests focus on Native American healthcare with surgical outcomes and decision-making in Native American patients. ","Medicine Holistic ",None found,None,None,yes,1352,undefined
1176,Invented fireplace damper actuating tool,"1975 invented fireplace damper actuator (patent found); also invented Ammons Auto-Cleaner which simplified household chores, Ammons Solar Heater, Ammons Portable Water Purifier (no patents found);",Inventor,Fireplace damper actuating tool,3908635,None,yes,1290,undefined
1177,1966 - Invention of a gigacycle range signal generator using semiconductor materials in magnetic and electric fields,"* Ancker-Johnson invented improved signal generator * Known for her research into instabilities that can occur in plasmas in solids * Invented a gigacycle range signal generator using semiconductor materials in magnetic and electric fields * Described plasma as a fourth state of matter after liquids, solids, and gases.",Plasma Physics,Signal generators using semiconductor material in magnetic & electric fields; detector-modulator for an optical communications system; Fast sequential switch with adjustable delay; Radiant energy optical detector; Solid state data storage & switching devices,"3287659; 3899430; 3820151; 3795803; 3187310; ",Charles L. Dick Jr; James E. Drummond; Roy R. Johnson,yes,1291,"Physics "
1178,2015 - Development of an AI-based system capable of predicting the likelihood of breast cancer up to five years in advance.,"* Barzilay developed an AI-based system capable of predicting the likelihood of breast cancer up to five years in advance * Leverages deep learning techniques to analyze mammograms and diagnostic notes, surpassing traditional pattern recognition by human radiologists * This breakthrough, while still in development, has the potential to significantly enhance early diagnosis and treatment outcomes for breast cancer. ","Deep Learning; Medical Diagnosis ",Newsblaster,NULL,NULL,done,646,"Computer Science; Medicine "
1179,1963 - Sensitivity of gut microorganisms to antibiotics,* Moore studied gut isolated microbes of the Death's Head Cockroach by isolating pure cultures * Moore then tested the cultures for antimicrobial susceptibility and antibiotic resistance * The  study investigated whether antibiotics were bacteriostatic or bactericidal by removing agar from the zones of inhibition and culturing in nutrient broth * Her work is considered some of the earliest on microbiomes.,"Bacteriology, Microbiology",NULL,NULL,NULL,"done ",300,"Biology "
1180,"2010 Director of Extavour, a national research collaborative to develop and share tools and techniques","Extavour directed a national research collaborative called EDEN, which stands for Evo-Devo-Eco (evolutionary-developmental-ecological) Network. The organization, funded by the National Science Foundation, encouraged scientists to develop and share tools and techniques for use in a broader spectrum of organisms than the traditionally studied laboratory model organisms. Extavour believes that a number of deep evolutionary questions cannot be answered by examining only one organism, and thus hopes that science will move past the model organism paradigm. ",Biology - Research Tools,NULL,NULL,NULL,yes,1135,undefined
1181,Inventor of Boom Mic,invented the 1st boom mic for the 1929 Paramount film The Wild Party but never applied for a patent; 1950 founded filmmaking classes at The Pasadena Playhouse; late 1950s became the entertainment and publicity consultant at the Pepsi-Cola Company making many commercials for them starring Joan Crawford;,Movie director,Boom mic,None,None,yes,1337,undefined
1182,Invented improved Sphygmomanometer,1940 invented an improved Sphygmomanometer;,Inventor,Sphygmomanometer;,None found,Unknown,yes,1294,undefined
1183,"better dress form with improvement, corset","invented a better dress form, adjustable sleeve form, corset & life preserver","Textiles ",Adjustable dress form; Adjustable & collapsible sleeve form; Life preserver; Dress form; Corset,1479443; 1290872; 1447372; 1376502; 1225207; 1065385; 1102711; 1555545; 1366345; 1366344; 1366347,None,yes,1359,undefined
1184,Developed a process involving bacteria to repair faults in rocks & concrete,"she & her team mix two common types of soil bacteria, Bacillus pasteurii and Sporosarcina ureae, with sand and “feed” the bacteria a rich solution containing both urea and calcium chloride; after using up the supply of nutrients, the bacteria die, but by that time, the calcium carbonate has crystalized the sand into solid limestone*when perfected, her process for creating & fixing limestone is expected to be used to restore such monuments as the foundation of the empire State Building & Mt. Rushmore",Microbiology,Method of manufacturing soil reinforced by microbe-based bio-binders & soil produced by the method,9074134,Sang Chul Bang; Seong Rok Choi; Seok Jin Lee; Joo Ho Lee; Jong Sun Kim,yes,1297,undefined
1185,Homeopathic Healing Plants,"reportedly holds a patent for therapeutic wound dressing but no patent was located; founded a clothing company she named ""Bear Don't Walk Originals;"" fought for Indian Health Services to provide &/or pay for medical services for Native americans living outside of reservations",Native American Health Services Activist,Therapeutic wound dressing,None found,None,yes,1341,undefined
1186,Creator of a synthetic diamond process,1993 created synthetic diamonds in an oven,Chemistry,Methods of preparing polysilynes; Preparation of polycarbynes & diamond-like carbon materials made therefrom; Process for the addition of functional groups to polysilyne polymers;  Reductive coupling of carbon compounds via transition metal complexes; Reductive coupling of linear carbon-containing ligands via transition metal compexes,6989428; 5516884; 5426160; 5026884; 4683315,Michael W. Pitcher; Scott Joray; David Smith; Stephen J. Lippard; Chebrolu P. Rao; Raymond N. Vrtis,yes,1298,undefined
1187,Inventor of long-lasting no-smear lipstick,"1942 worked at Standard Oil Development Company designing fuels for airplanes during World War II; 1948 she & Alfred Berg established Hazel Bishop, Inc. to manufacture ""No Smear Lipstick"" a long-lasting lipstick she invented; after losing her company she became a consultant to the National Association of Leather Glove Manufacturers and developed ""Leather Lav,"" a leather glove cleaner then founded H.B. Laboratories, Inc. to produce additional leather products*also developed a foot care product marketed by H.G.B. Products Corporation and in 1957 created a solid perfume stick called Perfemme;designing fuels and discovered the cause of deposits affecting superchargers of aircraft engines;1930s developed a pimple concealer and mentholated tissues which never went to market",Cosmetics,"long-lasting, no-smear lipstick; leather cleaner",None,None,yes,1299,undefined
1188,Inventor,invented a method of repairing Native American pottery with materials that match the original,Arts-Pottery,None found,None found,Unknown,yes,1343,undefined
1189,Invented a bed rack & torpedo discharge system,"two inventions, the bed rack allowed people to expose their worn bedclothes to fresh air and torpedo discharge mechanism was a highly technical device requiring extensive submarine operations knowledge &a complicated pneumatically-operated device that allowed the firing of torpedoes below the water’s surface;",Inventor,Bed rack; Torpedo discharge means,2320027; 2390688,None,yes,1361,undefined
1190,Invented a school desk,1889 invented a school desk with storage,Inventor,School desk,400738,None,yes,1287,undefined
1191,"1700 Entomology illustrations ","was a German entomologist, naturalist and scientific illustrator. She was one of the earliest European naturalists to document observations about insects directly. Merian was a descendant of the Frankfurt branch of the Swiss Merian family. ; illustrated the metamorphosis of the butterfly; illustrated the relationship between insects & plants unknown to Europeans while travelling to Surinam in 1699 & in 1705 published Metamorphosis Insectorum Surinamensum","Biology - Entomologist, Scientific Illustrator, Art Drawing",NULL,NULL,NULL,yes,602,undefined
1192,Photojournalism,recorded the burgeoning suffragette movement in the early 1900s; appointed official photographer to the Household Division from 1904 to 1939 and had a darkroom in the Chelsea Barracks; her photographs encouraged military recruitment; 1908 was permitted to work in the grounds of Buckingham Palace and to photograph the king and queen; was unusual because she worked on the street rather than in the studio;,Media-Photography,None found,None,None,yes,1339,undefined
1193,Inventor of system for cutting & fitting women's clothing,"developed a scientific system for cutting & assembling well-fitting women's clothing; 1886 founded Boston Dress-Fitting College; patented a dress shirt; 1902 wrote ""Scientific dress cutting and making, ""The Harriet A. Brown system,"" simplified and improved; directions for its use""",Dressmaker,Dress waist; Method of making dress-waists,392493; 392494,None,yes,1364,undefined
1194,One of the discoverers of Streptomycin,"1943-1944 with Selman Waksman & Albert Schatz discovered streptomycin; worked on antimicrobials which could protect plants from Dutch elm disease; after the discovery of streptomycin she worked on micromonosporin, a pigmented glycoprotein which was active against gram-positive bacteria; worked for Merck & Co. evaluating pyrazinoic acid and penicillin as antibiotics against mycobacterium tuberculosis & developed several antimicrobial substances;",Microbiology,None found,None found,None,yes,1366,undefined
